the_master_key_01_f000001|The Master Key.|The Master Key.
the_master_key_03_f000046|To defend himself he uses heavy and dangerous guns, with which to destroy his enemies.|To defend himself he uses heavy and dangerous guns, with which to destroy his enemies.
the_master_key_03_f000047|This is wrong.|This is wrong.
the_master_key_03_f000048|He has no right to take away what he can not bestow; to destroy what he can not create.|He has no right to take away what he can not bestow; to destroy what he can not create.
the_master_key_03_f000049|To kill a fellow-creature is a horrid crime, even if done in self-defense.|To kill a fellow-creature is a horrid crime, even if done in self-defense.
the_master_key_03_f000050|Therefore, my second gift to you is this little tube.|Therefore, my second gift to you is this little tube.
the_master_key_03_f000051|You may carry it within your pocket.|You may carry it within your pocket.
the_master_key_03_f000052|Whenever an enemy threatens you, be it man or beast, simply point the tube and press this button in the handle.|Whenever an enemy threatens you, be it man or beast, simply point the tube and press this button in the handle.
the_master_key_03_f000053|An electric current will instantly be directed upon your foe, rendering him wholly unconscious for the period of one hour.|An electric current will instantly be directed upon your foe, rendering him wholly unconscious for the period of one hour.
the_master_key_03_f000054|During that time you will have opportunity to escape.|During that time you will have opportunity to escape.
the_master_key_03_f000055|As for your enemy, after regaining consciousness he will suffer no inconvenience from the encounter beyond a slight headache.|As for your enemy, after regaining consciousness he will suffer no inconvenience from the encounter beyond a slight headache.
the_master_key_03_f000056|That's fine! said Rob, as he took the tube.|That's fine! said Rob, as he took the tube.
the_master_key_03_f000057|It was scarcely six inches long, and hollow at one end.|It was scarcely six inches long, and hollow at one end.
the_master_key_03_f000058|The busy lives of men, proceeded the Demon, require them to move about and travel in all directions.|The busy lives of men, proceeded the Demon, require them to move about and travel in all directions.
the_master_key_03_f000059|Yet to assist them there are only such crude and awkward machines as electric trolleys, cable cars, steam railways and automobiles.|Yet to assist them there are only such crude and awkward machines as electric trolleys, cable cars, steam railways and automobiles.
the_master_key_03_f000060|These crawl slowly over the uneven surface of the earth and frequently get out of order.|These crawl slowly over the uneven surface of the earth and frequently get out of order.
the_master_key_03_f000061|It has grieved me that men have not yet discovered what even birds know: that the atmosphere offers them swift and easy means of traveling from one part of the earth's surface to another.|It has grieved me that men have not yet discovered what even birds know: that the atmosphere offers them swift and easy means of traveling from one part of the earth's surface to another.
the_master_key_03_f000062|Some people have tried to build airships, remarked Rob.|Some people have tried to build airships, remarked Rob.
the_master_key_03_f000063|So they have; great, unwieldy machines which offer so much resistance to the air that they are quite useless.|So they have; great, unwieldy machines which offer so much resistance to the air that they are quite useless.
the_master_key_03_f000064|A big machine is not needed to carry one through the air.|A big machine is not needed to carry one through the air.
the_master_key_03_f000065|There are forces in nature which may be readily used for such purpose.|There are forces in nature which may be readily used for such purpose.
the_master_key_03_f000066|Tell me, what holds you to the Earth, and makes a stone fall to the ground?|Tell me, what holds you to the Earth, and makes a stone fall to the ground?
the_master_key_03_f000067|Attraction of gravitation, said Rob, promptly.|Attraction of gravitation, said Rob, promptly.
the_master_key_03_f000068|Exactly.|Exactly.
the_master_key_03_f000069|That is one force I refer to, said the Demon.|That is one force I refer to, said the Demon.
